,CLEAN_SPECOBJID,RA,DEC
2558,1276886537195251712,8.6882525,1.0613507
2559,1276893684020832256,8.7438869,0.27103707
2560,1276895058410366976,8.7070959,0.080836779
2562,1276899731334785024,8.9381895,0.11156844
2563,1276901930358040576,9.0296611,0.058461459
2565,1276915949131294720,9.9297873,0.18656363
2566,1276932716683618304,9.7375962,0.81407449
2567,1276934915706873856,9.6352805,0.80498874
2568,1276935465462687744,9.5732962,0.67425507
2569,1276946460578965504,9.9511083,0.75782277
2570,1277900018413496320,9.702528,-0.80008842
2571,1277915411576285184,9.4743211,-0.56334214
2572,1277923932791400448,9.0522306,-0.73479303
2573,1277925856936749056,9.4626342,-0.53066006
2575,1277934378151864320,8.9065343,-0.87784733
2576,1277936302297212928,8.9401518,-0.38092333
2578,1277938501320468480,9.055984,-0.45092806
2579,1277939051076282368,9.0313624,-0.54614944
2580,1277946197901862912,8.4820434,-0.71595917
2582,1277947022535583744,8.3706418,-0.53927286
2583,1277949221558839296,8.4227946,-0.14867206
2584,1277952794971629568,8.5782955,-0.95747703
2587,1277964889599535104,8.3272301,-1.2326224
2588,1277965164477442048,8.4292721,-1.1617079
2590,1277972861058836480,7.8903465,-0.34552077
2591,1277974510326278144,7.7457787,-0.89548778
2592,1277983306419300352,7.4423939,-0.11674735
2593,1277987154709997568,8.0205016,0.6052366
2596,1277992377390229504,7.8172273,0.52928941
2597,1277992652268136448,7.817769,0.2911405
2599,1277994301535578112,7.865468,-0.055957573
2601,1277999799093716992,8.076136,1.144678
2603,1278030310541387776,8.8982126,0.085208039
2604,1278031959808829440,9.0402373,0.33103241
2605,1278035258343712768,9.1367983,0.40613199
2606,1278041030779758592,8.9664021,0.71485365
2607,1278045153948362752,9.399792,0.41804879
2608,1278046253459990528,9.5958788,0.15576233
2609,1278047627849525248,9.3382587,0.46308793
2610,1278053675163478016,9.2186608,0.86496536
2614,1278058073209989120,9.6336529,0.45608606
2615,1278060547111151616,9.626212,0.30181819
2616,1278060821989058560,9.6325343,0.036178688
2619,1280163087332173824,336.27739,-0.96733156
2620,1280179305128683520,336.04022,-0.15184965
2621,1280201020483332096,335.31413,-0.59638829
2622,1280201570239145984,335.2251,-0.53671757
2624,1280218062913562624,335.07987,-0.71717139
2626,1280233456076351488,334.48395,-0.32613135
2627,1280234555587979264,334.54943,-0.61897205
2628,1280235105343793152,334.50153,-0.54394613
2629,1280237304367048704,334.7288,0.90809574
2630,1280237854122862592,334.66045,0.85640371
2631,1280244176314722304,334.44873,0.43306981
2634,1280251598018209792,334.86501,0.75184266
2637,1280257920210069504,334.62906,0.055241393
2638,1280258469965883392,335.36936,0.77621427
2639,1280263142890301440,335.09002,0.93611395
2641,1280275787274020864,335.10631,0.29508189
2642,1280281559710066688,335.44608,0.51768951
2644,1280288431657740288,335.63994,0.45407465
2645,1280296952872855552,336.3228,0.58720887
2648,1280311521401923584,336.62747,0.25702195
2651,1280318118471690240,336.35347,0.83900825
2653,1281274423021692928,336.85896,-0.79770218
2656,1281275522533320704,336.71501,-0.86289991
2657,1281276622044948480,336.75126,-0.97375628
2658,1281276896922855424,336.67695,-0.95591819
2659,1281282669358901248,336.97616,-0.076864665
2660,1281284043748435968,336.80904,-0.26461938
2661,1281286242771691520,336.31547,-1.0970156
2664,1281299986667038720,335.77872,-0.97110831
2666,1281325550312384512,335.31413,-0.59638829
2669,1281368706143774720,334.38375,0.42025169
2672,1281398118079817728,335.68805,1.0824217
2673,1281405814661212160,335.19183,0.2360218
2674,1281407738806560768,335.48937,0.44168968
2677,1281415710265862144,336.06348,0.10270804
2678,1281426980260046848,336.07679,0.24931148
2679,1281430003917023232,336.17558,1.1699884
2681,1281437150742603776,336.42334,0.15256237
2682,1281442923178649600,336.46273,0.83400336
2684,1281447321225160704,336.93907,0.54530415
2686,1286911883344898048,336.71168,-0.3533155
2688,1286920679437920256,336.6528,-0.53379307
2689,1286921778949548032,336.50319,-0.44364481
2690,1286925352362338304,336.58694,-0.31108779
2691,1286928650897221632,335.99545,-0.89094796
2693,1286931674554198016,336.19179,-0.40843621
2694,1286934148455360512,336.096,0.009979749
2697,1286950916007684096,335.50286,-0.20961268
2698,1286953664786753536,335.17249,-0.10484381
2699,1286956688443729920,335.12673,-0.29877027
2701,1286963010635589632,335.31413,-0.59638829
2703,1286963835269310464,335.47998,-1.1616748
2704,1286967133804193792,334.89104,-0.23858699
2707,1286979503310006272,334.62148,-0.15581074
2708,1286981152577447936,334.41087,-0.88118779
2711,1287001768420468736,334.37004,0.25804944
2712,1287009190123956224,334.66668,0.52342198
2713,1287013863048374272,335.34703,1.1954842
2715,1287019910362327040,335.17747,0.2664739
2716,1287020734996047872,335.04512,0.28555897
2717,1287021559629768704,335.10631,0.29508189
2720,1287034753769302016,335.38471,0.17171283
2722,1287050696687904768,336.07001,0.76628806
2723,1287052620833253376,336.26241,0.29474872
2724,1287053445466974208,336.18788,0.6043863
2728,1287075160821622784,336.89797,0.56834462
2729,1286911334042068992,336.71168,-0.3533155
2730,1286916281844393984,336.29533,-1.1607057
2732,1286921504524625920,336.6528,-0.53379307
2733,1286922604036253696,336.50319,-0.44364481
2734,1286923978425788416,336.58694,-0.31108779
2735,1286926452326950912,335.99545,-0.89094796
2737,1286934148908345344,336.096,0.009979749
2738,1286957513530435584,335.12673,-0.29877027
2739,1286960537187411968,335.47998,-1.1616748
2742,1286963011088574464,335.31413,-0.59638829
2743,1286967134257178624,334.89104,-0.23858699
2745,1286978679129270272,334.62148,-0.15581074
2746,1286982527419967488,334.41087,-0.88118779
2749,1287008915699034112,334.66668,0.52342198
2750,1287013863501359104,335.22972,1.2455204
2752,1287016062524614656,335.34703,1.1954842
2753,1287024583739729920,335.04512,0.28555897
2756,1287034479344379904,335.38471,0.17171283
2758,1287049872507168768,336.07001,0.76628806
2759,1287050697140889600,336.10084,0.73422212
2761,1287057019332749312,336.26241,0.29474872
2762,1287060867623446528,336.18788,0.6043863
2764,1287074611518793728,336.89797,0.56834462
2765,1287078184931584000,336.765,0.41096227
2767,1288031746775869440,336.38702,-1.214128
2768,1288033396043311104,336.50704,-0.85324856
2769,1288037794089822208,336.83265,-0.6230474
2772,1288054286764238848,335.89596,-1.1954188
2773,1288058409932843008,335.98718,-0.41447156
2776,1288073803095631872,335.37096,-0.27277582
2777,1288079850409584640,335.30622,-0.62382732
2778,1288080125287491584,335.31413,-0.59638829
2781,1288093869182838784,334.87258,-0.22705569
2782,1288103215031674880,334.6601,-0.60536426
2783,1288179631089805312,336.18245,0.30222504
2784,1288187052793292800,336.0922,0.69348652
2785,1288196123764221952,336.58206,0.90719415
2786,1293674711384877056,124.20103,-0.687963
2789,1293738757937195008,122.5959,-0.939537
2791,1293762397437192192,122.75862,0.73259
2792,1293767620117424128,122.37042,0.232829
2795,1293786586693003264,122.97141,0.368983
2801,1294846784757065728,117.29688,34.754645
2803,1294858054751250432,116.97105,34.461117
2804,1294862452797761536,116.82135,34.108699
2811,1297055983478007808,325.59744,-0.316346
2819,1297164835129157632,324.90806,0.517533
2820,1297166759274506240,324.88461,0.511864
2821,1297183526826829824,325.48038,0.580778
2822,1297193972187293696,326.34524,0.858048
2823,1297197545600083968,326.40352,0.48856
2824,1297202768280315904,326.73338,0.577697
2829,1298191778855282688,329.17866,-0.457518
2831,1298208546407606272,328.20089,-0.318331
2836,1298253901262252032,327.29837,0.754922
2839,1298271218570389504,327.38739,0.178084
2840,1298284962465736704,328.49939,1.098831
2850,1299345993703122944,125.97843,-1.198163
2851,1299353415406610432,125.80056,-0.350331
2853,1299360837110097920,125.53993,-0.267124
2857,1299379803685677056,125.51208,1.002169
2860,1299431205854275584,126.49335,0.082046
2864,1300503495778002944,33.723366,0.731579
2865,1300505419923351552,33.770433,0.748219
2866,1300508993336141824,33.593764,-0.010788
2867,1300510917481490432,33.578542,0.345543
2868,1300537855516370944,34.93972,1.223269
2869,1300587883295434752,36.378343,0.190202
2872,1300487828106405888,33.83232,-0.516511
2873,1300504595658729472,33.770433,0.748219
2874,1300505420292450304,33.723366,0.731579
2875,1300508993705240576,33.593764,-0.010788
2876,1300538130763376640,34.93972,1.223269
2877,1300587608786626560,36.378343,0.190202
2878,1301601084636162048,52.60734,-0.63923297
2879,1301663207043131392,53.55506,1.1461296
2882,1304947448745060352,211.382,56.622289
2883,1309527189552654336,221.22221,54.340732
2884,1311758648971651072,225.79389,51.502627
2885,1311775141646067712,227.07522,52.544476
2886,1312838919951247360,232.37583,49.633819
2887,1312878777247754240,230.55569,49.229414
2888,1312911487718680576,230.65915,51.401617
2889,1312937601119840256,231.93432,50.268319
2893,1319719114096273408,247.61557,39.684695
2896,1321978885755136000,251.42495,35.936776
2908,1334206552218822656,126.80805,3.4232101
2909,1334223594649053184,126.70373,3.9549199
2910,1334229916840912896,125.97801,3.324
2911,1334259878532769792,125.56316,3.4675218
2914,1335418214099740672,127.88098,6.0596984
2915,1336497110924683264,129.5355,5.5780271
2917,1336528996761888768,128.73227,5.583415
2919,1337581778172405760,131.57979,3.9860889
2922,1338786843218438144,132.20567,6.8550959
2923,1338829174416107520,132.86823,6.5036181
2925,1338836321241688064,133.08556,6.4624571
2926,1338850889770756096,133.90742,6.8117364
2927,1338863809032382464,134.10771,6.7123257
2930,1341054036295575552,134.83646,7.0827155
2937,1344405623101483008,137.49164,6.258391
2938,1345543068232738816,140.4434,7.8998521
2940,1346715697534756864,143.61433,7.9317157
2941,1347703607641794560,128.23722,34.633396
2942,1347739891525511168,127.28164,34.594959
2944,1347827577577826304,128.14794,36.351373
2947,1347852591467358208,128.81289,35.669592
2948,1348901525577033728,133.0882,38.957743
2951,1349959531211286528,135.43145,39.272971
2952,1349960080967100416,136.27843,39.788646
2955,1349985094856632320,135.4925,39.489778
2956,1350070032129878016,134.17526,40.033405
2961,1351187685112309760,135.82455,41.388432
2962,1351243760205326336,138.13087,41.546643
2963,1352279500259354624,138.55428,41.980596
2967,1353478792533796864,146.10183,45.739269
2968,1354467528314742784,117.26587,21.891942
2971,1354572256797288448,116.92903,23.073139
2972,1355625588936697856,118.4933,23.616871
2975,1355701730116921344,118.55972,24.087004
2976,1355742686925056000,119.74707,24.772246
2977,1356782000307988480,120.09606,25.400247
2979,1356814161023100928,120.52954,26.01339
2980,1356861714901002240,122.10419,25.861178
2983,1358002458214819840,124.7184,28.410753
2984,1359053041608714240,125.62424,30.0506
2985,1360102800335333376,128.22153,29.931551
2987,1361347722409437184,130.3705,32.756116
2989,1362388960373925888,132.47497,33.430574
2990,1362419196943689728,131.14957,33.048938
2991,1362421945722759168,131.58837,33.247842
2992,1362434590106478592,131.19507,34.105876
2998,1365845004844558336,138.77049,37.642519
3000,1366904380254611456,141.74308,37.724742
3001,1366995364841809920,142.52123,39.553795
3003,1367978053258471424,145.53522,39.117701
3006,1368064364921251840,143.56489,40.486851
3009,1373622671044012032,165.62094,8.4539578
3011,1375922300284594176,168.47024,9.0501316
3012,1383901730374182912,183.38894,10.285586
3015,1384911081192843264,184.10035,9.6833509
3019,1389526557000755200,146.97345,8.1616137
3024,1396219009568892928,158.91931,9.751064
3025,1398377903451826176,58.586949,-0.62569673
3026,1399511775304509440,58.586949,-0.62569673
3028,1399523045298694144,58.210854,-0.35358226
3074,1410803485582059520,64.761037,32.888315
3075,1410833997029730304,64.447414,32.635146
3077,1410843617756473344,64.599892,34.635922
3082,1410866707500656640,65.139881,33.971898
3083,1410898868215769088,65.747392,33.996064
3087,1411887054257678336,65.434937,25.525963
3089,1411888703525120000,65.563421,25.40752
3095,1411953024955344896,62.922789,25.587785
3096,1411973640798365696,62.910062,26.446464
3097,1411988484205340672,63.496951,25.922594
3148,1417558334545881088,94.807061,-0.78430872
3152,1417581149412157440,94.277604,-0.75531741
3164,1422047911658678272,117.00802,20.56024
3166,1423255450287106048,119.471,23.597839
3167,1423294208071985152,120.47984,23.044716
3168,1424370080166209536,121.52034,25.290041
3170,1424375852602255360,121.5587,24.712289
3171,1425397573849475072,124.38423,25.283879
3172,1426619135009253376,126.47758,28.444886
3173,1427641405961955328,129.49658,28.596826
3174,1427713698851481600,127.90686,28.794166
3175,1427794512956123136,129.19674,29.330516
3177,1428850868819617792,129.00758,29.749643
3179,1428913540982401024,131.20456,31.295133
3182,1430031470335911936,132.62518,31.651934
3184,1432203280645122048,135.42847,32.373661
3186,1434442161297844224,141.53119,35.258124
3187,1434566680989689856,142.02999,36.530803
3188,1435565037564487680,143.84827,36.783391
3191,1436667023747737600,147.1683,37.482954
3192,1436710454457034752,145.30646,37.43047
3193,1437816558624729088,148.87426,38.215152
3195,1438935586080581632,189.5309,48.843734
3196,1440200024469301248,194.26402,50.174981
3197,1441308881979467776,196.11658,50.502363
3198,1442284698800777216,199.70659,48.641596
3200,1443492237546645504,199.23483,49.787108
3202,1445659374579116032,207.75495,47.028887
3205,1447923543714064384,213.41415,45.998032
3207,1448007106597775360,211.63804,47.786469
3208,1449078030973560832,215.24826,45.216481
3209,1449158295322388480,215.10424,46.562131
3211,1451443905219291136,221.37526,45.024347
3212,1452417797643593728,225.14346,42.313743
3215,1453633857520691200,224.86516,41.778712
3218,1453645677321021440,225.67197,42.111978
3219,1455873563209787392,230.04884,39.129472
3220,1455888681494669312,230.71221,40.375819
3222,1455897752465598464,230.49989,39.532707
3223,1455913420506294272,231.27851,40.535039
3225,1455943657076058112,232.06845,40.27279
3227,1457015405833906176,233.22068,38.712776
3228,1458145706823936000,122.13705,6.0002363
3231,1459201784454080512,125.95111,6.0512033
3235,1459176499444738048,127.06254,6.3630913
3236,1459292497921468416,126.32552,7.1342887
3237,1460316418141612032,128.20621,5.5910246
3239,1460388985909045248,127.22637,6.9579159
3241,1465941791151777792,141.49048,8.3681502
3243,1467050653443450880,143.83759,8.7573172
3244,1467056151001589760,144.10071,9.2256351
3245,1467089960984143872,143.54036,9.0397154
3248,1468204315062593536,144.56764,8.4592292
3250,1469314817847224320,146.67228,8.8805653
3251,1470595478025431040,148.80082,10.962061
3252,1471661179720984576,149.50673,10.392839
3255,1473949259442186240,172.47634,57.663044
3256,1475011392221243392,171.40672,56.210438
3257,1476088634242263040,175.8871,55.928937
3258,1476147732992256000,173.48013,57.769152
3259,1476166699567835136,175.61139,58.241218
3261,1477339054109386752,179.26395,58.454341
3263,1478331638382356480,179.91521,56.216629
3265,1478421248580020224,179.26395,58.454341
3266,1480639788183742464,183.35175,56.279902
3268,1482848156851922944,191.70622,56.252626
3269,1482954534601910272,191.90716,58.582239
3270,1484025734073706496,193.61456,58.310722
3271,1486221733303183360,201.18583,55.437176
3272,1486251420117133312,199.85608,56.395515
3273,1486292102047361024,200.46762,57.415683
3274,1487317396724148224,205.40273,55.009055
3277,1488507068758386688,205.12182,54.928211
3278,1488563968485124096,206.29118,56.647777
3280,1489633518521706496,208.15049,54.268341
3282,1490784712078157824,209.73186,55.427274
3284,1493107974711830528,218.09434,53.351534
3285,1496327894564104192,226.88499,49.611492
3286,1497537633155311616,226.88499,49.611492
3287,1499710267443931136,234.16398,44.787415
3289,1499801801786943488,232.74326,46.582877
3290,1499830114211358720,233.82929,46.099099
3291,1500881797100103680,236.07587,43.990771
3292,1501982682815424512,238.97089,41.756977
3293,1502022265234024448,238.39348,41.631773
3294,1502037383518906368,237.94318,42.053002
3297,1504286434469636096,242.2295,38.513397
3299,1506462368081668096,248.77208,35.766906
3300,1506605854349092864,247.69776,36.347884
3302,1508800479826569216,248.52849,32.57172
3305,1511040734969489408,250.70211,29.519859
3306,1511040734969489408,250.70211,29.519859
3307,1512228482355062784,253.2621,30.857065
3308,1512254870634129408,253.78126,31.776794
3309,1513300231347791872,202.10213,44.394962
3310,1514454718926055424,206.41006,43.582095
3311,1515614703827576832,210.38248,42.558607
3312,1516632576733767680,212.69701,40.995808
3313,1516644396483766272,212.54262,40.723575
3314,1517730993228769280,216.15236,40.255448
3316,1519971518048659456,222.66805,38.599922
3317,1520061128246323200,219.51707,39.358695
3318,1521127379714467840,223.93663,37.083734
3319,1521213141621434368,224.00883,38.78961
3321,1523347573484578816,229.20449,34.834898
3323,1524628225139959808,232.2796,35.160145
3324,1525669737680365568,232.8598,32.821745
3326,1525691178157107200,232.20896,34.425283
3327,1526737092116244480,152.02419,39.115722
3328,1526781072581355520,150.60718,39.229712
3329,1526811034273212416,149.80813,40.552949
3331,1529019127845382144,155.58197,43.102599
3332,1530154373735278592,156.09659,40.010195
3337,1534602723758991360,167.71791,43.074753
3340,1535816034974459904,166.37068,44.121638
3341,1535871285433755648,168.58201,44.136125
3342,1535872659823290368,168.47986,44.129523
3345,1539210502616410112,174.6098,45.586356
3346,1539252009180358656,175.94594,44.961147
3348,1542572259535775744,181.77127,45.057013
3350,1544758088182032384,189.6866,43.314562
3351,1544772381833193472,189.23641,43.348335
3352,1547156948028254208,197.37792,45.223057
3353,1549320512134473728,199.47587,43.123687
3354,1551651476315596800,209.78716,40.165115
3355,1552648183992051712,211.93794,39.237214
3356,1553742472939595776,215.40407,37.566678
3357,1557176523167918080,222.30691,35.048905
3358,1559459933806684160,226.58405,35.168034
3362,1563898112945186816,235.5726,29.274035
3366,1565093557079926784,236.43909,30.14573
3367,1565145783882246144,237.32085,30.152444
3368,1566154580348135424,239.63049,27.377734
3369,1567387132966758400,240.03964,27.702513
3371,1568458332203673600,241.38277,25.965882
3372,1569665050979887104,215.11108,44.162884
3373,1570646910115538944,217.60406,42.070627
3374,1573024059187292160,222.98404,41.24956
3375,1573052646489614336,223.95853,41.670311
3376,1575184325547157504,227.8657,37.949157
3377,1576358883843139584,228.98734,37.38204
3378,1577418807582943232,234.06019,35.813863
3379,1577484503402702848,232.0357,35.958497
3382,1583129941359224832,242.52899,30.635269
3384,1585286632511137792,247.71157,26.967379
3385,1586482351439898624,247.42475,26.813584
3386,1592079420598806528,251.30584,22.805065
3387,1592122576430196736,251.14194,25.047826
3388,1592178376645306368,252.28905,24.559582
3389,1593162435357861888,254.39785,20.859532
3390,1594413679422498816,236.71088,36.819624
3391,1595434580431628288,238.56966,34.429947
3394,1598782318544185344,245.68308,30.155854
3395,1598850488265107456,243.43512,30.81235
3397,1599993155774605312,246.03972,30.359848
3398,1599997004065302528,245.68308,30.155854
3400,1600017070152509440,246.27532,30.033132
3401,1600050055501342720,246.75434,30.003728
3402,1600057752082737152,247.31902,29.231811
3407,1604453045855348736,255.96843,20.187286
3408,1604478609500694528,255.55259,19.921196
3409,1605548435656697856,152.31892,36.511943
3410,1605597363924133888,151.50941,37.376593
3411,1605630899028781056,150.34073,38.030049
3414,1607943996699600896,157.27163,39.994511
3416,1610191398533883904,159.21017,40.306497
3417,1611260948302030848,158.00724,44.851117
3418,1612345891585288192,159.60629,39.045365
3419,1613496531040626688,160.67657,39.313941
3421,1614624905150621696,160.74436,44.783411
3422,1614639473679689728,160.5589,45.490668
3424,1616845368899692544,164.99607,45.161549
3426,1619091671155238912,168.07961,45.844169
3428,1620182385834354688,168.63153,40.236509
3429,1621313234902476800,171.146,41.015889
3430,1622527645478578176,169.18735,47.334272
3431,1622591142275082240,171.54996,47.507836
3436,1625803090131183616,176.5948,46.00645
3439,1625964168584652800,176.72352,47.213269
3441,1629276998226438144,177.9098,43.464261
3442,1629281121395042304,178.01255,43.670976
3443,1629295689924110336,178.13262,42.768178
3444,1634847673754347520,186.6977,41.816535
3445,1637128060501256192,188.36603,41.515374
3448,1640520878942873600,192.78509,46.272741
3450,1641581083080288256,195.78389,40.91723
3451,1641603073312843776,195.2498,41.454806
3454,1644962905013118976,199.8077,45.217813
3455,1644990942559627264,198.81465,46.088847
3456,1645106391280543744,200.73457,47.535228
3458,1646156975479744512,199.15531,42.134594
3460,1647218553134278656,202.82005,45.433296
3461,1647270230180784128,201.2073,45.292978
3462,1648337581563209728,204.20487,40.660417
3463,1649567110289975296,205.48619,46.796271
3464,1650647380481042432,207.37349,44.167939
3465,1650739189701961728,209.56455,45.969997
3468,1651808190418937856,210.90233,45.184535
3469,1652822487949404160,5.752545,34.593195
3473,1652845302815680512,5.149463,34.098437
3475,1652853824030795776,5.796566,35.099523
3480,1652896979862185984,3.645467,34.829199
3481,1652898354251720704,3.96175,34.156722
3486,1652906875466835968,3.600826,34.661951
3493,1652963500315666432,5.457751,35.386292
3499,1656223000590051328,17.010777,45.438795
3512,1656265881543534592,15.808388,45.323496
3524,1656353567595849728,17.911838,47.510839
3526,1656359889787709440,18.292793,46.847918
3530,1657337631006025728,17.285323,45.837815
3533,1657345327587420160,18.469637,46.371484
3534,1657353848802535424,17.930526,46.28606
3541,1657391232197879808,15.808388,45.323496
3550,1657435762418804736,17.096512,47.45471
3552,1657440710221129728,16.035974,46.774406
3562,1658464905218516992,328.30255,-0.668831
3564,1658541321276647424,327.03652,1.1507507
3565,1658558363706877952,326.92347,0.39680574
3566,1658562761753389056,327.67372,0.81216006
3568,1659594104079673344,330.6073,-0.685306
3569,1659646605759899648,329.32219,-0.83369955
3570,1659669145748269056,328.82929,1.011272
3571,1659672719161059328,328.40585,0.511558
3574,1659706529143613440,329.60251,0.503443
3576,1660756012489009152,331.40845,-0.693234
3577,1660760410535520256,331.44756,-0.83963254
3578,1660778002721564672,331.07145,-0.46929504
3579,1660799718076213248,330.40353,0.479553
3583,1660856892680857600,332.16933,0.96741201
3584,1661837108320430080,334.711,-0.38928432
3585,1661859648308799488,333.91138,-0.734294
3586,1661880539029727232,333.3291,-0.362601
3587,1661885761709959168,333.60178,-1.167323
3588,1661898955849492480,333.21283,-0.832806
3589,1661912699744839680,332.30905,-0.409397
3590,1661917922425071616,332.66176,0.99802624
3592,1661919021936699392,332.93375,1.030716
3593,1661925619006466048,332.41254,0.178747
3595,1661973447762274304,333.97729,1.0499034
3597,1672089230085482496,351.0195,0.223767
3598,1672110670562224128,351.6134,0.552133
3599,1673101330555627520,353.69501,-0.999775
3601,1673164277596317696,352.5282,-0.060297
3602,1673177196857944064,352.49488,1.115991
3603,1673199187090499584,352.94159,0.892404
3604,1673221452200962048,353.21796,0.547092
3606,1673236020730030080,353.70273,0.670081
3607,1674218708760815616,356.42673,-0.865187
3608,1674272584830576640,355.20169,-0.657281
3609,1674332233336383488,355.19891,0.13839077
3610,1674344327964289024,355.2085,0.342565
3611,1675341859905366016,358.54816,-0.9370364
3612,1675379518178617344,357.72215,-0.39816307
3615,1675401233533265920,357.11105,-0.566615
3616,1675435043515820032,356.45912,0.13609167
3617,1675442465219307520,356.95541,1.04405
3618,1675455384480933888,357.32965,0.675682
3619,1675485071294883840,357.71256,0.932356
3621,1676574137998403584,359.0873,0.11522259
3622,1676608222858864640,0.1026,1.205789
3623,1676626639678629888,0.65470517,0.089554038
3627,1677659905781164032,1.259512,-0.73015927
3628,1677699763077670912,1.058405,0.508752
3629,1677699763077670912,1.058405,0.508752
3631,1678754194762262528,3.434258,-0.993201
3634,1678792952547141632,2.5733473,-0.37224232
3640,1679875145793038336,5.7254525,-0.2730311
3642,1679913903577917440,4.630664,-1.101255
3643,1679922974548846592,4.4739792,-1.0067887
3645,1679951012095354880,4.50918,0.017244
3647,1679982073298839552,5.4210577,0.48293937
3649,1679994442804652032,5.753398,0.449389
3650,1680003788653488128,6.1104537,0.62469474
3654,1681049973984094208,6.1143808,-0.728796
3657,1681097252984088576,6.912912,0.309464
3659,1681143982228269056,8.268426,0.54856896
3661,1682154158603397120,8.5782955,-0.95747703
3662,1682183020783626240,8.076136,1.144678
3663,1682222878080133120,8.7070959,0.080836779
3664,1683237727430010880,11.349654,-0.45004161
3665,1683245424011405312,11.092164,-1.038065
3666,1683247073278846976,11.151292,-0.793708
3667,1683262741319542784,10.916331,-0.320382
3668,1683283357162563584,10.46864,-0.176767
3669,1683302873493956608,10.205599,-1.192096
3672,1684382043133208576,12.838356,-1.018344
3673,1684396886540183552,12.444791,-0.26098
3676,1684504363801798656,13.100995,0.868024
3677,1684513434772727808,13.51685,1.14928
3678,1685482104567130112,15.953597,-0.21238281
3679,1685493924317128704,15.480451,-0.17464371
3680,1685505194311313408,15.329509,-0.163411
3682,1685543127462471680,14.004823,-0.962789
3684,1685595354264791040,14.873712,0.826982
3686,1685634112049670144,15.506608,0.379352
3687,1686615976403036160,17.114307,-0.552854
3688,1686660506623961088,15.953597,-0.21238281
3689,1686691842705352704,15.099855,0.40578631
3691,1686695965873956864,15.15149,0.159736
3696,1686756164135577600,16.929327,1.108764
3698,1687745176304379904,19.131045,0.026746
3701,1687782559699724288,17.935436,-0.759475
3702,1687856226978785280,18.340836,0.390654
3703,1687861724536924160,18.443346,0.488033
3705,1687887013304363008,19.012025,0.10971766
3707,1687897183786919936,19.431984,0.414939
3708,1688877960389486592,20.1241,-0.358162
3711,1688912869883668480,19.409075,-0.634336
3713,1688921116220876800,19.404184,-1.035274
3714,1688936234505758720,18.460493,-0.548114
3715,1688937608895293440,18.441601,-0.116394
3716,1688942556697618432,18.977568,0.99820923
3717,1688999731302262784,20.218531,0.607261
3718,1689011551052261376,20.492814,0.64084756
3720,1690017329481541632,21.601143,-0.643612
3721,1690057186778048512,20.475663,-0.086145673
3724,1690122882597808128,22.102579,0.276974
3725,1690124531865249792,22.017554,1.1737739
3726,1690135801859434496,22.333219,0.94036427
3730,1691105846009817088,24.651035,-0.103543
3731,1691170992073762816,23.065979,-0.504272
3732,1691175939876087808,23.029194,-1.120007
3734,1691188034503993344,22.902418,-0.877927
3735,1691197380352829440,22.717316,0.85385582
3736,1691206176445851648,22.927986,0.060743
3737,1691233939114452992,23.886367,0.59320658
3738,1691263076172589056,24.346916,1.1592965
3740,1693373025547741184,28.695182,-0.21265668
3741,1693399413826807808,27.825178,-0.262004
3742,1693423877960525824,27.421918,-0.79944177
3743,1693493147193075712,28.202772,0.59394
3744,1693495621094238208,28.130113,0.022402362
3745,1693497270361679872,28.324615,0.890525
3748,1694495626936477696,30.429779,-0.73806018
3750,1694515693023684608,29.908041,-0.951442
3753,1694587711035303936,29.013996,0.36442599
3755,1694606402732976128,29.742451,0.50377802
3756,1695668532005595136,30.909481,-0.683273
3758,1695697669063731200,30.612775,0.96627063
3759,1695701517354428416,30.403693,0.57916122
3760,1695767213174188032,32.65712,0.551394
3762,1696740018837547008,34.990273,-0.055537118
3764,1696765857360799744,33.645432,-0.856164
3767,1696890377052645376,34.166008,0.859926
3768,1696906319971248128,34.743958,0.1232957
3770,1697873601585244160,36.503471,-0.763163
3771,1697882947434080256,36.112444,-0.71012928
3773,1697903563277101056,35.892609,0.079222066
3774,1697941771306166272,34.739807,-0.419079
3775,1697948368375932928,34.904217,0.74419
3776,1697982453236393984,35.794566,0.80226044
3778,1699004724138764288,38.655437,-0.26848369
3779,1699007747795740672,38.222839,-1.191772
3781,1699094059458521088,37.582297,1.2408019
3782,1699102855551543296,37.578391,0.027302416
3784,1699143812359677952,38.520905,0.050781
3785,1699144087237584896,38.755848,0.23485066
3786,1699148210406189056,38.615147,1.203982
3787,1700115231721678848,40.960857,-0.34221268
3788,1700141894878652416,40.495725,-0.11720543
3789,1700168283157719040,39.504498,-0.780972
3790,1700234528733292544,39.958968,1.1985362
3791,1700242775070500864,39.934445,0.28631784
3794,1701255149630023680,42.831955,-0.229062
3795,1701258723042813952,42.024132,-0.93037914
3796,1701276315228858368,42.256004,-0.647202
3798,1701311774478854144,41.323122,-0.068949589
3799,1701324143984666624,41.156075,1.0582144
3800,1701337887880013824,41.318241,1.126226
3801,1701385991513729024,42.382324,0.324579
3803,1702398368338176000,44.03059,-0.121803
3806,1702418709303289856,43.419365,-0.41615
3808,1702520414128859136,44.510056,0.856944
3812,1702403328001992704,44.03059,-0.121803
3813,1702414597996177408,43.711277,-0.099838
3817,1702519051600816128,44.510056,0.856944
3820,1703526479112988672,45.818356,-0.352661
3821,1703530327403685888,45.900547,-0.297609
3823,1703543246665312256,45.629478,-1.21773
