,SPECOBJID,RA,DEC
8336,b'   3036601875290941440',56.88567,9.806534
8337,b'   3036634310883960832',56.169772,9.543543
8338,b'   3036643656732796928',56.585928,11.004366
8339,b'   3036649704046749696',55.786834,10.417788
8340,b'   3036660424285120512',56.31555,10.391828
8341,b'   3038809969936852992',72.653928,21.28993
8342,b'   3038813268471736320',72.939165,21.741862
8343,b'   3038823713832200192',72.614876,21.756522
8344,b'   3038834708948477952',72.171706,21.420885
8345,b'   3038839656750802944',71.250014,20.674666
8346,b'   3038843779919407104',71.884991,21.453452
8347,b'   3038856974058940416',71.322614,21.522137
8348,b'   3038863021372893184',71.020513,21.0617
8349,b'   3038866045029869568',71.063308,21.230538
8350,b'   3038873741611264000',70.849442,20.942977
8351,b'   3038874016489170944',70.943401,21.094636
8352,b'   3038874566244984832',70.836066,20.766984
8353,b'   3038887485506611200',69.992186,21.761027
8354,b'   3038903153547307008',70.852168,22.974591
8355,b'   3038920745733351424',70.489691,22.409965
8356,b'   3038924868901955584',70.548792,22.137188
8357,b'   3038930916215908352',71.412336,22.323937
8358,b'   3038935589140326400',71.099007,22.008566
8359,b'   3038941911332186112',72.207033,22.17161
8360,b'   3038948783279859712',71.687615,22.632446
8361,b'   3038951806936836096',71.879459,22.49127
8362,b'   3038954555715905536',72.508534,21.891985
8363,b'   3038963626686834688',72.631067,22.293417
8364,b'   3038963901564741632',72.797794,22.18953
8365,b'   3038971048390322176',72.449805,22.441511
8366,b'   3038973247413577728',72.939244,22.377553
8367,b'   3038976545948461056',72.853045,22.22454
8368,b'   3039934220626585600',102.79745,36.963623
8369,b'   3039955386225420288',101.1458,36.875775
8370,b'   3040010636684716032',100.08682,36.508204
8371,b'   3040022731312621568',100.21938,38.314865
8372,b'   3040028503748667392',99.739308,37.712031
8373,b'   3040033176673085440',100.33958,38.294707
8374,b'   3040051593492850688',101.20264,38.644214
8375,b'   3040086228109125632',101.99205,38.72887
8376,b'   3040101071516100608',102.78221,37.972875
8377,b'   3041068362458228736',113.76455,39.946401
8378,b'   3041077708307064832',114.66051,40.40531
8379,b'   3041101347807062016',113.50808,40.494129
8380,b'   3041147252417521664',112.07679,41.56949
8381,b'   3041148901684963328',112.07853,41.594992
8382,b'   3041159896801241088',112.33494,41.593692
8383,b'   3041167868260542464',112.87417,41.960168
8384,b'   3041180512644261888',113.46755,41.522992
8385,b'   3041208000434956288',114.01832,41.475949
8386,b'   3041220644818675712',114.51385,41.087389
8387,b'   3041222019208210432',114.61829,42.04349
8388,b'   3047815240516397056',191.91901,-8.484435
8389,b'   3047822112464070656',192.26088,-8.210656
8390,b'   3047924916801267712',190.73545,-6.610304
8391,b'   3047935637039638528',191.04179,-6.924292
8392,b'   3047943333621032960',191.09389,-7.24961
8393,b'   3048952692291430400',167.64356,-17.086827
8394,b'   3048955715948406784',168.06605,-16.957228
8395,b'   3048971109111195648',167.1806,-17.451364
8396,b'   3048999146657703936',166.51517,-16.887432
8397,b'   3049005193971656704',166.43045,-17.220989
8398,b'   3049033781273978880',166.08781,-16.02402
8399,b'   3049036530053048320',166.59442,-15.35354
8400,b'   3049049449314674688',166.95296,-15.43344
8401,b'   3049060719308859392',167.21173,-14.852518
8402,b'   3049064292721649664',166.71875,-15.78068
8403,b'   3049098927337924608',167.71232,-16.091431
8404,b'   3049112946111178752',168.45348,-16.080969
8405,b'   3053441445961689088',106.35585,11.611521
8406,b'   3053442270595409920',106.40125,11.571864
8407,b'   3053444194740758528',106.71447,11.817898
8408,b'   3053444469618665472',106.7765,11.63307
8409,b'   3053445019374479360',106.8254,11.867347
8410,b'   3053446668641921024',106.93704,11.948938
8411,b'   3053449692298897408',106.80938,12.195547
8412,b'   3053455464734943232',106.0847,11.81376
8413,b'   3053457388880291840',106.60744,12.186078
8414,b'   3053457663758198784',106.62501,12.078181
8415,b'   3053465910095407104',105.86441,11.804763
8416,b'   3053467834240755712',105.97435,11.436883
8417,b'   3053470583019825152',106.28807,12.007368
8418,b'   3053474156432615424',105.65088,11.189183
8419,b'   3053476905211684864',105.54841,11.81784
8420,b'   3053482127891916800',106.17671,12.45565
8421,b'   3053516212752377856',104.79304,12.393184
8422,b'   3053518136897726464',104.86685,11.452704
8423,b'   3053522534944237568',105.05223,11.42368
8424,b'   3053523359577958400',104.63085,11.90003
8425,b'   3053527207868655616',104.67852,11.947964
8426,b'   3053530506403538944',104.67432,13.271822
8427,b'   3053532705426794496',104.63204,13.233928
8428,b'   3053535729083770880',104.27415,12.950318
8429,b'   3053538477862840320',104.65225,12.644072
8430,b'   3053545074932606976',105.08984,13.257004
8431,b'   3053555520293070848',105.38793,13.599624
8432,b'   3053556619804698624',105.13415,12.534748
8433,b'   3053556894682605568',105.16962,12.805564
8434,b'   3053559093705861120',105.10288,12.629799
8435,b'   3053564316386093056',105.72389,13.126347
8436,b'   3053566515409348608',105.8351,13.106938
8437,b'   3053567614920976384',105.53956,13.013223
8438,b'   3053585207107020800',105.9391,13.776789
8439,b'   3053587955886090240',105.87562,13.479339
8440,b'   3053589605153531904',106.29879,12.912357
8441,b'   3053590979543066624',106.20155,13.022478
8442,b'   3053591254420973568',106.35578,12.781907
8443,b'   3053593728322136064',106.54845,12.524128
8444,b'   3053594003200043008',106.29265,12.89179
8445,b'   3053599225880274944',106.02455,13.204942
8446,b'   3053604448560506880',106.81898,13.045891
8447,b'   3053605548072134656',106.68436,12.684491
8448,b'   3053608846607017984',106.37748,13.683377
8449,b'   3054631942025668608',112.51574,15.780763
8450,b'   3054654756891944960',112.10996,16.524522
8451,b'   3054682244682639360',112.13071,16.27667
8452,b'   3054710557107054592',113.13556,16.918087
8453,b'   3055734199211288576',118.58507,17.370243
8454,b'   3055741071158962176',118.56463,17.839077
8455,b'   3055743819938031616',117.99652,17.781102
8456,b'   3055766359926401024',117.43473,17.394882
8457,b'   3055775430897330176',117.03994,17.648457
8458,b'   3055784776746166272',117.15713,18.692466
8459,b'   3055786700891514880',116.85428,18.427308
8460,b'   3055787800403142656',116.95764,18.075411
8461,b'   3055791098938025984',116.93596,18.278442
8462,b'   3055791923571746816',117.59128,18.652145
8463,b'   3055794947228723200',117.63362,18.686369
8464,b'   3055860093292668928',119.44741,18.944472
8465,b'   3057957693646989312',210.78577,-10.152542
8466,b'   3057972811931871232',210.7097,-9.801765
8467,b'   3057976935100475392',210.73633,-9.429544
8468,b'   3057984356803962880',210.45329,-9.669161
8469,b'   3058005247524890624',209.42117,-9.451196
8470,b'   3058006072158611456',209.37937,-9.609664
8471,b'   3058014868251633664',209.72129,-9.937789
8472,b'   3058021465321400320',209.21793,-9.975855
8473,b'   3058039607263258624',208.78698,-8.761009
8474,b'   3058044280187676672',209.54328,-7.959904
8475,b'   3058045929455118336',209.66664,-8.361835
8476,b'   3058065720664418304',210.07855,-7.960677
8477,b'   3058066820176046080',209.95758,-7.841106
8478,b'   3058083312850462720',210.21748,-8.546493
8479,b'   3058103104059762688',210.46935,-7.948145
8480,b'   3066968466113193984',230.3163,6.621879
8481,b'   3067006674142259200',229.3461,6.022057
8482,b'   3067008323409700864',229.26701,6.229575
8483,b'   3067010247555049472',229.01622,6.236547
8484,b'   3067017669258536960',228.79323,6.369839
8485,b'   3067020967793420288',228.82236,6.414459
8486,b'   3067022891938768896',228.84571,6.498526
8487,b'   3067025090962024448',228.27775,6.679856
8488,b'   3067043782659696640',228.36686,7.895609
8489,b'   3067045706805045248',228.14926,7.715076
8490,b'   3067070995572484096',228.56583,7.320006
8491,b'   3067089412392249344',229.82149,7.626792
8492,b'   3067112227258525696',230.57246,7.445086
8493,b'   3070330219526121472',106.8781,11.79942
8494,b'   3070338190985422848',106.73945,12.456939
8495,b'   3070339840252864512',106.89026,12.053737
8496,b'   3070341214642399232',106.03473,11.44641
8497,b'   3070343688543561728',106.06422,11.369318
8498,b'   3070344513177282560',106.24103,11.503992
8499,b'   3070345887566817280',106.50484,12.190644
8500,b'   3070353859026118656',105.90405,11.454299
8501,b'   3070354958537746432',105.8462,11.5833
8502,b'   3070361830485420032',106.21677,12.039393
8503,b'   3070363754630768640',105.65088,11.189183
8504,b'   3070366503409838080',105.47842,11.810764
8505,b'   3070370076822628352',106.11594,11.88833
8506,b'   3070372000967976960',105.97853,12.297601
8507,b'   3070378323159836672',105.6276,12.012046
8508,b'   3070379422671464448',105.57963,12.10622
8509,b'   3070382721206347776',105.45083,12.301955
8510,b'   3070391792177276928',105.23702,11.947218
8511,b'   3070392891688904704',105.13615,12.328976
8512,b'   3070398114369136640',105.17148,11.586993
8513,b'   3070398939002857472',105.13688,11.260064
8514,b'   3070399213880764416',105.07255,11.774953
8515,b'   3070401687781926912',104.76244,12.208279
8516,b'   3070414057287739392',104.67965,11.95856
8517,b'   3070414881921460224',104.63085,11.90003
8518,b'   3070417355822622720',104.79149,13.402098
8519,b'   3070421204113319936',104.63634,13.185986
8520,b'   3070426976549365760',104.37608,12.729239
8521,b'   3070428625816807424',104.9888,13.234245
8522,b'   3070433573619132416',105.21063,13.577887
8523,b'   3070435497764481024',104.75631,12.994072
8524,b'   3070436872154015744',104.89873,12.625071
8525,b'   3070440720444712960',105.47165,13.513853
8526,b'   3070442369712154624',105.27017,13.138096
8527,b'   3070443469223782400',105.55324,13.11832
8528,b'   3070445393369131008',105.0481,12.924954
8529,b'   3070450616049362944',105.78026,13.49053
8530,b'   3070455838729594880',105.48289,12.824639
8531,b'   3070456663363315712',105.34257,12.889737
8532,b'   3070460236776105984',105.4928,12.591648
8533,b'   3070462160921454592',105.7127,12.951374
8534,b'   3070466833845872640',106.05261,12.601188
8535,b'   3070471781648197632',105.93349,12.828915
8536,b'   3070475355060987904',105.90834,13.237653
8537,b'   3070476179694708736',105.87615,13.428013
8538,b'   3070477279206336512',105.92799,13.338418
8539,b'   3070479478229592064',106.24557,12.877803
8540,b'   3070482501886568448',106.37495,12.867206
8541,b'   3070485250665637888',106.10143,13.610708
8542,b'   3070488824078428160',106.56165,12.943009
8543,b'   3070495146270287872',106.27222,13.59822
8544,b'   3070498719683078144',106.4182,13.233187
8545,b'   3070501193584240640',106.82169,12.57305
8546,b'   3071492678228142080',112.75606,15.061631
8547,b'   3071581463792084992',113.13556,16.918087
8548,b'   3072595488441133056',118.60248,16.91755
8549,b'   3072647440365545472',117.51869,16.993138
8550,b'   3072657061092288512',117.3927,17.885379
8551,b'   3072663933039962112',116.88845,17.555482
8552,b'   3072667506452752384',116.97141,17.67092
8553,b'   3072672729132984320',117.15713,18.692466
8554,b'   3072675477912053760',116.93596,18.278442
8555,b'   3072676302545774592',116.95764,18.075411
8556,b'   3083857514505201664',230.3163,6.621879
8557,b'   3083874831813339136',229.3461,6.022057
8558,b'   3083907267406358528',228.79323,6.369839
8559,b'   3083909466429614080',228.82236,6.414459
8560,b'   3083930632028448768',228.36686,7.895609
8561,b'   3083944650801702912',228.56583,7.320006
8562,b'   3083948773970307072',228.30761,7.642323
8563,b'   3083979835173791744',229.82149,7.626792
8564,b'   3083982858830768128',229.87249,7.120003
8565,b'   3087234383132780544',208.06715,16.10556
8566,b'   3088429277830473728',207.72964,15.993062
8567,b'   3089542258693793792',210.06181,15.643394
8568,b'   3092940023847217152',216.56375,15.413707
8569,b'   3096303155189671936',221.64727,13.274117
8570,b'   3096322121765251072',221.5814,14.210898
8571,b'   3098521699658786816',227.78351,12.793095
8572,b'   3099703944520165376',229.78347,13.294933
8573,b'   3100746556521867264',233.74651,11.643812
8574,b'   3100761399928842240',233.68923,11.833118
8575,b'   3102005776693094400',207.79797,18.884195
8576,b'   3103100340535322624',208.3684,18.881909
8577,b'   3104133881482209280',211.14908,17.660559
8578,b'   3104264723365914624',211.52951,18.733851
8579,b'   3109782347994654720',220.07764,16.226819
8580,b'   3110958000366446592',220.71683,16.207649
8581,b'   3111035790814111744',223.36638,16.48744
8582,b'   3112060810998867968',223.09679,15.48226
8583,b'   3112063284900030464',223.13934,15.768358
8584,b'   3112142449737230336',224.47203,16.645188
8585,b'   3113196606510360576',225.04296,15.468466
8586,b'   3115407719494871040',231.23255,14.144619
8587,b'   3115522068704159744',231.28549,15.48103
8588,b'   3116530870991742976',233.87527,13.339952
8589,b'   3117724670137231360',207.06244,21.879955
8590,b'   3117741162811648000',207.61602,21.175097
8591,b'   3118804940026308608',208.93325,20.208668
8592,b'   3123320909562144768',216.88131,19.275119
8593,b'   3125503990234638336',222.23876,18.414467
8594,b'   3128973773819111424',224.8923,17.485708
8595,b'   3132300347121362944',234.05507,14.756153
8596,b'   3132307219069036544',233.62922,15.189735
8597,b'   3136891082172819456',214.84599,22.307743
8598,b'   3137997740827502592',215.97117,21.817019
8599,b'   3138032100565870592',216.54511,22.610339
8600,b'   3138033474955405312',216.77331,22.428012
8601,b'   3139101650518566912',217.1881,21.750476
8602,b'   3142483473458030592',223.13042,20.051754
8603,b'   3143629714329987072',225.62118,19.722467
8604,b'   3143633012864870400',225.94206,19.278562
8605,b'   3143657751876495360',226.63811,20.467287
8606,b'   3144671771693705216',228.63662,17.673596
8607,b'   3144759732623927296',228.93668,19.971462
8608,b'   3145888935528392704',231.42585,18.552137
8609,b'   3147017584650512384',234.23947,16.973804
8610,b'   3147055242923763712',235.61744,16.83665
8611,b'   3148022264507688960',254.24534,11.957265
8612,b'   3148041780839081984',253.65708,11.780666
8613,b'   3148065145461172224',253.25058,12.173581
8614,b'   3148093457885587456',252.0326,11.605638
8615,b'   3148099505199540224',251.81493,12.239914
8616,b'   3148101979100702720',251.79944,11.863671
8617,b'   3148109125926283264',252.07214,13.096187
8618,b'   3148110225437911040',251.73644,12.702517
8619,b'   3148119296408840192',252.44062,13.616797
8620,b'   3148140187129767936',252.87929,13.243935
8621,b'   3148157779315812352',253.47034,12.861203
8622,b'   3148177570525112320',254.11636,13.045503
8623,b'   3149143766149916672',263.50561,7.241005
8624,b'   3149144041027823616',263.21555,7.136074
8625,b'   3149147064684800000',263.52884,7.132411
8626,b'   3149163557359216640',263.6234,7.810706
8627,b'   3149163832237123584',263.49622,7.911578
8628,b'   3149170704184797184',263.06256,7.458608
8629,b'   3149179500277819392',262.51223,7.172416
8630,b'   3149207812702234624',261.82007,7.751669
8631,b'   3149210561481304064',262.18456,7.285441
8632,b'   3149222930987116544',261.38467,7.337361
8633,b'   3149232826591766528',261.50067,9.158718
8634,b'   3149238324149905408',261.14145,8.466148
8635,b'   3149241072928974848',261.1179,8.246245
8636,b'   3149241622684788736',261.92642,9.207053
8637,b'   3149258665115019264',261.6278,8.19417
8638,b'   3149268010963855360',262.58301,9.383316
8639,b'   3149283404126644224',262.64468,8.410427
8640,b'   3149286977539434496',262.79897,9.33588
8641,b'   3149287252417341440',262.82277,9.027413
8642,b'   3149302370702223360',263.38865,8.672228
8643,b'   3149303195335944192',263.3341,8.452425
8644,b'   3150283681155803136',280.4571,40.423694
8645,b'   3150301548219754496',279.53893,40.158368
8646,b'   3150304296998823936',279.34933,40.424833
8647,b'   3150322438940682240',278.81593,41.032165
8648,b'   3150329036010448896',278.39378,40.831812
8649,b'   3150334258690680832',278.77019,40.131139
8650,b'   3150340306004633600',278.13325,40.876727
8651,b'   3150345803562772480',277.70368,40.590485
8652,b'   3150354599655794688',277.71596,40.938713
8653,b'   3150362845993003008',277.62683,41.793114
8654,b'   3150375765254629376',277.9696,41.538112
8655,b'   3150385385981372416',278.09048,41.735446
8656,b'   3150389509149976576',279.16066,42.484283
8657,b'   3150407101336020992',279.57301,41.691699
8658,b'   3150420295475554304',280.01885,41.772765
8659,b'   3150424968399972352',279.83974,42.485504
8660,b'   3150430191080204288',280.73394,41.694828
8661,b'   3150442285708109824',280.84118,41.710592
8662,b'   3151409855454013440',264.29827,43.130849
8663,b'   3151428272273778688',263.48458,43.177622
8664,b'   3151429921541220352',263.66186,43.426685
8665,b'   3151480224198191104',261.80453,43.992982
8666,b'   3151491219314468864',261.94868,44.323941
8667,b'   3151501939552839680',262.35977,44.31146
8668,b'   3151536574169114624',264.04361,44.41489
8669,b'   3151538773192370176',263.82204,45.170848
8670,b'   3151543720994695168',264.56533,44.598869
8671,b'   3151550318064461824',264.20205,45.115943
8672,b'   3151562962448181248',264.65321,44.821176
8673,b'   3153662204402755584',2.087085,24.063349
8674,b'   3153707559257401344',0.389951,24.28463
8675,b'   3153720753396934656',0.066565,24.552282
8676,b'   3153727075588794368',0.307851,23.783254
8677,b'   3153744392896931840',0.02502,24.97951
8678,b'   3153763634350417920',0.737062,25.473145
8679,b'   3153765833373673472',0.597182,25.210558
8680,b'   3153767207763208192',1.019505,26.127091
8681,b'   3153802117257390080',1.791118,26.0785
8682,b'   3153805690670180352',2.412667,25.41196
8683,b'   3153815036519016448',2.55465,25.723117
8684,b'   3154790578126874624',282.26641,77.873282
8685,b'   3154805421533849600',278.90763,77.370532
8686,b'   3154812293481523200',280.45304,78.167131
8687,b'   3154815866894313472',278.57205,78.262641
8688,b'   3154826312254777344',277.97235,78.428453
8689,b'   3154827961522219008',278.07089,77.34143
8690,b'   3154840880783845376',275.64547,77.475396
8691,b'   3154844729074542592',273.27791,77.950534
8692,b'   3154849127121053696',272.09596,77.749173
8693,b'   3154849401998960640',272.62338,77.829036
8694,b'   3154867269062912000',271.02309,78.844711
8695,b'   3154905751969884160',277.67482,78.523477
8696,b'   3154930216103602176',280.98097,79.320023
8697,b'   3154931865371043840',282.77537,78.926441
8698,b'   3155908232401152000',1.975675,27.9993
8699,b'   3155920876784871424',0.830744,26.811115
8700,b'   3155932421656963072',0.476154,27.220272
8701,b'   3155932971412776960',0.420171,27.395529
8702,b'   3155959634569750528',0.104159,27.717699
8703,b'   3155964307494168576',0.156045,26.84365
8704,b'   3155978876023236608',359.93671,26.970925
8705,b'   3155988221872072704',359.72492,29.165964
8706,b'   3155991245529049088',359.23439,28.852141
8707,b'   3156004714546489344',359.75099,28.848723
8708,b'   3156006088936024064',359.72545,28.211606
8709,b'   3156012136249976832',0.3767,29.430537
8710,b'   3156018183563929600',359.95704,28.396497
8711,b'   3156020932342999040',0.496629,29.094912
8712,b'   3156033026970904576',0.463189,28.251269
8713,b'   3156033851604625408',0.418424,28.262461
8714,b'   3156035775749974016',0.746719,28.693134
8715,b'   3156041273308112896',0.97439,29.173702
8716,b'   3156060239883692032',1.3418,28.835094
8717,b'   3156065737441830912',1.65737,29.112074
8718,b'   3156068761098807296',1.782264,28.703381
8719,b'   3157025336214972416',18.915507,14.71288
8720,b'   3157026710604507136',18.85176,14.947319
8721,b'   3157042378645202944',18.917327,15.189788
8722,b'   3157051999371945984',18.304792,15.075781
8723,b'   3157072890092873728',17.818734,15.524663
8724,b'   3157088558133569536',17.15717,15.533617
8725,b'   3157089382767290368',17.448991,15.220809
8726,b'   3157093505935894528',17.442503,14.844245
8727,b'   3157097629104498688',16.917505,15.137322
8728,b'   3157109723732404224',16.645789,15.226907
8729,b'   3157114396656822272',16.862331,16.466222
8730,b'   3157130614453331968',17.02264,16.114423
8731,b'   3157130889331238912',17.005667,15.813246
8732,b'   3157134187866122240',17.60158,16.673105
8733,b'   3157144358348679168',17.378313,15.867307
8734,b'   3157144908104493056',17.652728,16.507901
8735,b'   3157159201755654144',17.911411,16.23884
8736,b'   3157179817598674944',18.241308,16.784616
8737,b'   3158159757538256896',66.15457,5.979452
8738,b'   3158172127044069376',64.995083,5.264428
8739,b'   3158173226555697152',64.92255,5.585146
8740,b'   3158185321183602688',64.785546,5.730157
8741,b'   3158190268985927680',64.981307,6.297507
8742,b'   3158210609951041536',64.204878,6.121935
8743,b'   3158255140171966464',63.955071,7.102625
8744,b'   3158263111631267840',64.562789,7.791336
8745,b'   3158264211142895616',64.473204,7.195499
8746,b'   3158268609189406720',64.050728,6.610774
8747,b'   3158300769904519168',65.628499,6.702678
8748,b'   3159276037473331200',123.16786,-8.444434
8749,b'   3159279061130307584',123.52599,-8.352771
8750,b'   3159304899653560320',123.23504,-7.926395
8751,b'   3159317269159372800',123.01248,-7.741382
8752,b'   3159319193304721408',123.00709,-7.655247
8753,b'   3159332112566347776',122.47509,-8.708855
8754,b'   3159344482072160256',122.16074,-8.537206
8755,b'   3159350254508206080',122.11084,-8.210353
8756,b'   3159351903775647744',122.18816,-7.872155
8757,b'   3159352453531461632',121.99495,-8.584887
8758,b'   3159356576700065792',121.74111,-8.422901
8759,b'   3159358775723321344',121.51372,-8.115664
8760,b'   3159371969862854656',121.45218,-7.498389
8761,b'   3159386538391922688',122.08425,-6.575516
8762,b'   3159396708874479616',122.61429,-6.346486
8763,b'   3159401381798897664',122.63174,-6.043001
8764,b'   3159415400572151808',123.18411,-7.118139
8765,b'   3159440139583776768',123.68576,-6.854989
8766,b'   3159440414461683712',123.5139,-6.187707
8767,b'   3160405510927181824',128.84024,-5.075141
8768,b'   3160411558241134592',129.30144,-4.651363
8769,b'   3160444543589967872',128.09738,-4.660019
8770,b'   3160453064805083136',127.37313,-4.714606
8771,b'   3160457462851594240',127.58673,-5.533568
8772,b'   3160461311142291456',127.41667,-5.50693
8773,b'   3160467633334151168',127.28003,-5.270671
8774,b'   3160478628450428928',126.98997,-5.222428
8775,b'   3160480277717870592',126.92797,-5.111891
8776,b'   3160487699421358080',126.75714,-4.833127
8777,b'   3160488798932985856',126.71869,-4.872369
8778,b'   3160492097467869184',127.09432,-3.683077
8779,b'   3160497595026008064',126.72893,-4.363801
8780,b'   3160500618682984448',127.47222,-3.583556
8781,b'   3161528113825867776',256.7343,27.577928
8782,b'   3161540483331680256',256.32673,27.623364
8783,b'   3161543506988656640',256.34276,27.434355
8784,b'   3161552303081678848',256.28105,27.37462
8785,b'   3161555051860748288',256.36834,27.852291
8786,b'   3161556701128189952',256.19205,28.279959
8787,b'   3161562748442142720',255.90938,27.076702
8788,b'   3161567421366560768',255.94815,27.962128
8789,b'   3161575392825862144',255.64954,28.201499
8790,b'   3161582814529349632',255.83419,27.723808
8791,b'   3161585013552605184',255.6621,27.695117
8792,b'   3161591610622371840',255.2572,28.089429
8793,b'   3161600131837487104',254.70611,28.08822
8794,b'   3161611951587485696',254.15806,28.236996
8795,b'   3161620747680507904',254.20954,28.624757
8796,b'   3161626245238646784',255.23467,29.732786
8797,b'   3161627069872367616',255.12583,29.736758
8798,b'   3161634491575855104',254.5311,28.552965
8799,b'   3161638064988645376',255.41819,29.724015
8800,b'   3161642737913063424',254.95083,28.822071
8801,b'   3161644662058412032',254.81937,28.557277
8802,b'   3161646586203760640',254.9845,28.772303
8803,b'   3161654282785155072',255.2744,28.617939
8804,b'   3161658955709573120',255.13197,28.41773
8805,b'   3161662254244456448',255.75358,28.813275
8806,b'   3161663903511898112',255.75513,28.797025
8807,b'   3161666652290967552',255.95291,28.623181
8808,b'   3161667476924688384',255.99571,28.367577
8809,b'   3161673249360734208',256.03933,28.982271
8810,b'   3161689467157243904',256.71062,28.419631
8811,b'   3161695239593289728',257.01663,29.093903
8812,b'   3161695514471196672',257.0824,29.217562
8813,b'   3161696888860731392',257.01662,29.267328
8814,b'   3161702111540963328',256.97329,28.421839
8815,b'   3166101809248888832',282.49294,17.89783
8816,b'   3166113354120980480',281.9696,18.56103
8817,b'   3166119126557026304',282.71041,19.878821
8818,b'   3166129297039583232',282.33581,19.029698
8819,b'   3166146889225627648',282.68029,19.452185
8820,b'   3166147713859348480',282.68628,19.391572
8821,b'   3166158159219812352',282.86583,19.454946
8822,b'   3166158708975626240',282.9836,19.361654
8823,b'   3166163381900044288',283.07474,19.384488
8824,b'   3166173552382601216',283.49521,19.074461
8825,b'   3166179324818647040',284.09292,19.35635
8826,b'   3166190045057017856',284.32439,19.538125
8827,b'   3169420406444550144',313.49809,1.4826492
8828,b'   3169430576927107072',313.03128,1.7154283
8829,b'   3169435799607339008',313.18282,1.7449139
8830,b'   3169436074485245952',313.00964,2.0368868
8831,b'   3169437723752687616',313.05202,2.0941165
8832,b'   3169438548386408448',313.1215,2.0079394
8833,b'   3169441297165477888',313.07826,2.2857281
8834,b'   3169458889351522304',312.03115,2.4028615
8835,b'   3169465486421288960',312.83628,1.5896325
8836,b'   3169469884467800064',311.78013,2.4339518
8837,b'   3169473732758497280',311.87825,2.3864557
8838,b'   3169483353485240320',311.67773,1.9749615
8839,b'   3169484452996868096',311.70057,2.3417236
8840,b'   3169485552508495872',311.71176,1.7553962
8841,b'   3169502045182912512',311.4911,3.0743937
8842,b'   3169504519084075008',311.35998,2.868712
8843,b'   3169512215665469440',311.83361,3.2317694
8844,b'   3169513864932911104',311.6789,3.0527733
8845,b'   3169527333950351360',311.94234,2.9357329
8846,b'   3169528708339886080',311.87984,2.6441581
8847,b'   3169528983217793024',311.82054,2.5376551
8848,b'   3169538603944536064',312.17112,2.6533447
8849,b'   3169540528089884672',312.29127,3.0067483
8850,b'   3169548774427092992',312.70456,2.8931959
8851,b'   3169560044421277696',313.07027,2.5587338
8852,b'   3169562243444533248',312.99612,2.5438495
8853,b'   3169573513438717952',313.83515,3.1236616
8854,b'   3170536960267675648',26.551527,-10.079568
8855,b'   3170546031238604800',25.923086,-10.552359
8856,b'   3170548230261860352',25.974669,-10.546272
8857,b'   3170586713168832512',24.856838,-9.599169
8858,b'   3170589187069995008',24.86615,-9.870184
8859,b'   3170600457064179712',24.643196,-10.376091
8860,b'   3170605954622318592',24.524226,-9.510968
8861,b'   3170620248273479680',24.188741,-9.7601
8862,b'   3170623546808363008',24.393853,-8.454734
8863,b'   3170626020709525504',24.464619,-8.33711
8864,b'   3170630143878129664',24.116617,-8.960534
8865,b'   3170644987285104640',24.88794,-8.432959
8866,b'   3170651309476964352',24.758888,-8.935149
8867,b'   3170652683866499072',24.563044,-9.314791
8868,b'   3170657356790917120',25.360368,-8.319815
8869,b'   3170666702639753216',25.14951,-9.093005
8870,b'   3170670825808357376',25.228438,-9.094247
8871,b'   3170677422878124032',25.461056,-8.144403
8872,b'   3170687318482774016',25.919883,-8.846502
8873,b'   3171666987151550464',254.24534,11.957265
8874,b'   3171689252262012928',253.65708,11.780666
8875,b'   3171695024698058752',253.41728,11.180554
8876,b'   3171706019814336512',253.13747,12.354028
8877,b'   3171741753942239232',252.0326,11.605638
8878,b'   3171743403209680896',251.81493,12.239914
8879,b'   3171753298814330880',252.07214,13.096187
8880,b'   3171758796372469760',251.73644,12.702517
8881,b'   3171772540267816960',252.87929,13.243935
8882,b'   3171797829035255808',253.47034,12.861203
8883,b'   3171821468535252992',254.11636,13.045503
8884,b'   3172801133211052032',263.06256,7.458608
8885,b'   3172863530495928320',261.28235,7.322687
8886,b'   3172874250734299136',261.50067,9.158718
8887,b'   3172880847804065792',261.14145,8.466148
8888,b'   3172881122681972736',261.1179,8.246245
8889,b'   3172881947315693568',261.31956,8.357776
8890,b'   3172900913891272704',262.0809,9.069924
8891,b'   3172930325827315712',262.58301,9.383316
8892,b'   3172934174118012928',262.82277,9.027413
8893,b'   3172944069722662912',263.17133,9.066254
8894,b'   3172953690449405952',263.23966,9.039464
8895,b'   3173977885547456512',278.39378,40.831812
8896,b'   3174003724070709248',277.99867,42.302791
8897,b'   3174010596018382848',277.62683,41.793114
8898,b'   3174025164547450880',278.67062,42.062856
8899,b'   3174043031611402240',279.37904,41.38956
8900,b'   3174046605024192512',279.57301,41.691699
8901,b'   3174054026727680000',280.01885,41.772765
8902,b'   3174058424774191104',279.65702,42.111583
8903,b'   3174072168669538304',280.73394,41.694828
8904,b'   3174079315495118848',280.45064,42.190124
8905,b'   3175072723948824576',263.45193,42.94408
8906,b'   3175072998826731520',263.48458,43.177622
8907,b'   3175074648094173184',263.66186,43.426685
8908,b'   3175108732954634240',262.92471,43.097458
8909,b'   3175123301483702272',261.81893,43.534933
8910,b'   3175123576361609216',261.80453,43.992982
8911,b'   3175166182437185536',262.92218,44.277786
8912,b'   3175183499745323008',264.20205,45.115943
8913,b'   3175188447547648000',264.04361,44.41489
